Id,COW,SCHL,MAR,OCCP,POBP,WKHP,SEX,RAC1P,MIG,HICOV,LANP,PAOC,PINCP,PUBCOV,VPS,DEAR,MIL,MIGSP,FER,ENG,JWAP,JWDP,OC,FDEYEP
104778,1.0,19.0,5.0,4010.0,6.0,36.0,2.0,8.0,3.0,1.0,1200.0,0.0,14000.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,208.0,121.0,0.0,0.0
104779,1.0,21.0,5.0,4760.0,6.0,40.0,1.0,1.0,1.0,2.0,0.0,0.0,23380.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,84.0,43.0,0.0,0.0
104780,2.0,22.0,5.0,2040.0,21.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,40000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,82.0,43.0,0.0,0.0
104781,5.0,19.0,5.0,9825.0,34.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,22000.0,2.0,1.0,2.0,1.0,17.0,0.0,0.0,93.0,49.0,0.0,0.0
104782,1.0,19.0,5.0,4055.0,6.0,12.0,2.0,9.0,3.0,1.0,0.0,0.0,3000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,143.0,91.0,0.0,0.0
104783,2.0,15.0,4.0,2025.0,6.0,40.0,1.0,2.0,1.0,1.0,0.0,0.0,18500.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,121.0,80.0,0.0,0.0
104784,5.0,18.0,5.0,7140.0,33.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,34900.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,83.0,43.0,0.0,0.0
104785,7.0,16.0,5.0,4720.0,28.0,40.0,1.0,9.0,3.0,1.0,0.0,0.0,6400.0,2.0,0.0,2.0,4.0,13.0,0.0,0.0,60.0,19.0,0.0,0.0
104786,5.0,16.0,5.0,9830.0,17.0,50.0,1.0,2.0,3.0,1.0,0.0,0.0,35000.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,94.0,55.0,0.0,1.0
104787,1.0,19.0,5.0,3655.0,6.0,40.0,1.0,4.0,3.0,1.0,0.0,0.0,12800.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,71.0,28.0,0.0,0.0
104788,2.0,21.0,5.0,420.0,29.0,40.0,1.0,6.0,1.0,1.0,0.0,0.0,8000.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,59.0,13.0,0.0,0.0
104789,5.0,18.0,1.0,7030.0,45.0,40.0,2.0,9.0,1.0,1.0,1200.0,0.0,34900.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,81.0,41.0,0.0,0.0
104790,1.0,16.0,5.0,4720.0,27.0,40.0,2.0,1.0,1.0,1.0,0.0,0.0,10000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,160.0,99.0,0.0,0.0
104791,1.0,13.0,5.0,9620.0,303.0,45.0,1.0,8.0,1.0,2.0,1200.0,0.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,94.0,19.0,0.0,0.0
104792,5.0,16.0,5.0,9825.0,48.0,50.0,1.0,8.0,1.0,1.0,0.0,0.0,20000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,75.0,35.0,0.0,0.0
104793,2.0,20.0,5.0,4130.0,28.0,40.0,2.0,2.0,1.0,1.0,0.0,0.0,4500.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,100.0,61.0,0.0,0.0
104794,6.0,19.0,5.0,2360.0,30.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,10000.0,2.0,0.0,2.0,4.0,48.0,0.0,0.0,67.0,19.0,0.0,0.0
104795,2.0,16.0,5.0,420.0,6.0,32.0,2.0,2.0,3.0,1.0,0.0,0.0,6000.0,1.0,0.0,2.0,4.0,6.0,2.0,0.0,62.0,18.0,0.0,0.0
104796,5.0,16.0,5.0,9830.0,18.0,50.0,1.0,1.0,3.0,1.0,0.0,0.0,25000.0,2.0,1.0,2.0,1.0,51.0,0.0,0.0,91.0,51.0,0.0,1.0
104797,1.0,12.0,5.0,6050.0,303.0,40.0,2.0,8.0,3.0,2.0,1200.0,0.0,19000.0,2.0,0.0,2.0,4.0,6.0,2.0,4.0,98.0,55.0,0.0,0.0
104798,5.0,19.0,5.0,9825.0,48.0,40.0,1.0,9.0,3.0,1.0,1200.0,0.0,20000.0,2.0,1.0,2.0,1.0,48.0,0.0,1.0,60.0,19.0,0.0,0.0
104799,2.0,24.0,5.0,2040.0,365.0,50.0,1.0,9.0,1.0,1.0,1200.0,0.0,70000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,122.0,79.0,0.0,0.0
104800,6.0,22.0,3.0,2360.0,442.0,30.0,2.0,2.0,3.0,1.0,1170.0,0.0,8000.0,1.0,0.0,2.0,4.0,49.0,0.0,2.0,91.0,43.0,0.0,0.0
104801,5.0,16.0,5.0,9825.0,48.0,50.0,1.0,8.0,1.0,1.0,0.0,0.0,20000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,75.0,35.0,0.0,0.0
104802,1.0,21.0,5.0,4760.0,39.0,40.0,1.0,2.0,1.0,2.0,0.0,0.0,17000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,118.0,73.0,0.0,0.0
104803,2.0,22.0,5.0,2040.0,21.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,40000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,82.0,43.0,0.0,0.0
104804,1.0,16.0,5.0,1970.0,26.0,40.0,1.0,6.0,3.0,1.0,1970.0,0.0,26000.0,2.0,0.0,2.0,4.0,26.0,0.0,1.0,109.0,67.0,0.0,0.0
104805,5.0,16.0,5.0,9300.0,48.0,63.0,1.0,2.0,1.0,1.0,0.0,0.0,20000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,67.0,19.0,0.0,0.0
104806,4.0,19.0,5.0,2722.0,6.0,7.0,2.0,9.0,3.0,1.0,1200.0,0.0,500.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,114.0,73.0,0.0,0.0
104807,4.0,18.0,5.0,7340.0,6.0,20.0,1.0,9.0,3.0,1.0,1200.0,0.0,320.0,1.0,0.0,2.0,4.0,6.0,0.0,1.0,214.0,125.0,0.0,0.0
104808,1.0,16.0,5.0,4965.0,6.0,30.0,2.0,6.0,1.0,1.0,1970.0,0.0,5000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,106.0,67.0,0.0,0.0
104809,5.0,19.0,5.0,650.0,6.0,40.0,1.0,8.0,3.0,1.0,0.0,0.0,22000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,94.0,54.0,0.0,0.0
104810,2.0,19.0,5.0,3960.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,230.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,143.0,91.0,0.0,0.0
104811,5.0,16.0,5.0,6230.0,6.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,23000.0,2.0,1.0,2.0,1.0,215.0,0.0,0.0,68.0,28.0,0.0,0.0
104812,5.0,16.0,5.0,9830.0,36.0,55.0,1.0,1.0,1.0,1.0,0.0,0.0,22600.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,72.0,31.0,0.0,0.0
104813,5.0,16.0,5.0,9825.0,18.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,18000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,75.0,34.0,0.0,0.0
104814,2.0,22.0,5.0,230.0,6.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,38400.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,46.0,13.0,0.0,0.0
104815,5.0,16.0,5.0,9310.0,53.0,75.0,1.0,6.0,1.0,1.0,0.0,0.0,21000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,71.0,28.0,0.0,0.0
104816,1.0,19.0,5.0,6305.0,6.0,40.0,1.0,1.0,1.0,1.0,1200.0,0.0,11000.0,1.0,12.0,2.0,2.0,0.0,0.0,1.0,146.0,91.0,0.0,0.0
104817,1.0,17.0,5.0,4230.0,6.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,18100.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,112.0,72.0,0.0,0.0
104818,1.0,19.0,5.0,2545.0,6.0,6.0,2.0,1.0,3.0,1.0,0.0,0.0,9500.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,156.0,97.0,0.0,0.0
104819,5.0,16.0,5.0,9830.0,49.0,99.0,1.0,1.0,1.0,2.0,0.0,0.0,56000.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,71.0,32.0,0.0,0.0
104820,5.0,16.0,5.0,6305.0,17.0,50.0,1.0,8.0,2.0,1.0,0.0,0.0,27600.0,2.0,1.0,2.0,1.0,113.0,0.0,0.0,80.0,40.0,0.0,0.0
104821,5.0,18.0,1.0,7030.0,45.0,40.0,2.0,9.0,1.0,1.0,1200.0,0.0,34900.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,81.0,41.0,0.0,0.0
104822,1.0,19.0,5.0,9142.0,6.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,20000.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,96.0,56.0,0.0,0.0
104823,5.0,16.0,5.0,5040.0,12.0,40.0,2.0,1.0,1.0,1.0,0.0,0.0,27200.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,85.0,45.0,0.0,0.0
104824,1.0,16.0,5.0,4130.0,6.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,4000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,181.0,109.0,0.0,0.0
104825,1.0,16.0,5.0,4110.0,6.0,25.0,1.0,8.0,3.0,1.0,1200.0,0.0,12000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,107.0,67.0,0.0,0.0
104826,4.0,21.0,5.0,2002.0,6.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,96.0,55.0,0.0,0.0
104827,2.0,21.0,5.0,5940.0,41.0,35.0,2.0,1.0,3.0,1.0,0.0,0.0,20000.0,1.0,0.0,2.0,4.0,53.0,2.0,0.0,111.0,71.0,0.0,0.0
104828,2.0,21.0,5.0,2320.0,4.0,50.0,1.0,1.0,3.0,1.0,0.0,0.0,57200.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,82.0,43.0,0.0,0.0
104829,5.0,18.0,5.0,7140.0,55.0,46.0,1.0,1.0,3.0,1.0,0.0,0.0,26000.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,194.0,116.0,0.0,0.0
104830,1.0,19.0,5.0,4000.0,6.0,20.0,1.0,3.0,3.0,1.0,0.0,0.0,12400.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,74.0,34.0,0.0,0.0
104831,1.0,13.0,5.0,7800.0,6.0,40.0,2.0,2.0,1.0,1.0,0.0,0.0,31900.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,151.0,95.0,0.0,0.0
104832,2.0,16.0,5.0,2910.0,36.0,40.0,1.0,2.0,3.0,1.0,0.0,0.0,2000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,232.0,133.0,0.0,0.0
104833,1.0,22.0,1.0,4055.0,25.0,25.0,1.0,1.0,3.0,1.0,0.0,0.0,11000.0,1.0,0.0,2.0,4.0,27.0,0.0,0.0,192.0,114.0,0.0,0.0
104834,4.0,19.0,5.0,5860.0,6.0,4.0,2.0,8.0,1.0,1.0,1200.0,0.0,600.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,220.0,128.0,0.0,0.0
104835,6.0,16.0,5.0,3602.0,6.0,80.0,2.0,1.0,1.0,1.0,0.0,0.0,80000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,96.0,55.0,0.0,0.0
104836,5.0,16.0,5.0,7020.0,12.0,45.0,1.0,8.0,1.0,1.0,0.0,0.0,24000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,87.0,46.0,0.0,0.0
104837,2.0,15.0,5.0,7855.0,8.0,35.0,2.0,8.0,1.0,1.0,1200.0,0.0,26000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,98.0,58.0,0.0,0.0
104838,1.0,16.0,5.0,4720.0,28.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,8000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,212.0,125.0,0.0,0.0
104839,2.0,19.0,5.0,2350.0,6.0,12.0,2.0,1.0,1.0,1.0,0.0,0.0,1100.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,119.0,79.0,0.0,0.0
104840,5.0,16.0,5.0,9825.0,16.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,20000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,75.0,35.0,0.0,0.0
104841,1.0,19.0,5.0,725.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,0.0,7000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,104.0,64.0,0.0,0.0
104842,4.0,16.0,5.0,2205.0,48.0,4.0,2.0,6.0,1.0,1.0,1765.0,0.0,1000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,158.0,98.0,0.0,0.0
104843,1.0,19.0,5.0,4435.0,27.0,37.0,1.0,1.0,1.0,1.0,1582.0,0.0,14300.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,193.0,115.0,0.0,1.0
104844,4.0,19.0,5.0,4640.0,26.0,20.0,2.0,2.0,1.0,1.0,0.0,0.0,3000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,238.0,135.0,0.0,0.0
104845,1.0,19.0,5.0,5860.0,6.0,21.0,2.0,1.0,1.0,1.0,0.0,0.0,300.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,186.0,112.0,0.0,0.0
104846,2.0,18.0,5.0,4640.0,217.0,20.0,2.0,6.0,2.0,1.0,2575.0,0.0,1900.0,2.0,0.0,2.0,4.0,217.0,2.0,1.0,180.0,109.0,0.0,0.0
104847,6.0,18.0,5.0,4720.0,6.0,21.0,2.0,8.0,3.0,1.0,0.0,0.0,830.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,176.0,105.0,0.0,0.0
104848,5.0,22.0,5.0,2040.0,233.0,40.0,1.0,6.0,3.0,1.0,1200.0,0.0,50000.0,2.0,0.0,2.0,4.0,48.0,0.0,1.0,90.0,49.0,0.0,0.0
104849,5.0,16.0,5.0,6230.0,17.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,22000.0,2.0,1.0,2.0,1.0,215.0,0.0,0.0,69.0,29.0,0.0,0.0
104850,2.0,22.0,5.0,2040.0,457.0,48.0,1.0,2.0,1.0,1.0,0.0,0.0,40800.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,103.0,59.0,0.0,0.0
104851,6.0,19.0,5.0,2910.0,6.0,25.0,1.0,6.0,3.0,1.0,0.0,0.0,6000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,118.0,78.0,0.0,1.0
104852,5.0,18.0,4.0,9310.0,29.0,80.0,2.0,2.0,1.0,1.0,0.0,0.0,34400.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,43.0,10.0,0.0,0.0
104853,1.0,16.0,5.0,2350.0,6.0,5.0,1.0,6.0,1.0,1.0,2000.0,0.0,1100.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,153.0,96.0,0.0,0.0
104854,1.0,15.0,5.0,8950.0,6.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,15800.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,109.0,67.0,0.0,0.0
104855,4.0,21.0,5.0,2205.0,120.0,20.0,2.0,1.0,3.0,1.0,0.0,0.0,30700.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,108.0,65.0,0.0,0.0
104856,1.0,18.0,5.0,4110.0,6.0,30.0,2.0,1.0,1.0,2.0,1200.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,197.0,118.0,0.0,0.0
104857,5.0,16.0,5.0,9825.0,8.0,72.0,1.0,1.0,1.0,1.0,0.0,0.0,24000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,70.0,16.0,0.0,0.0
104858,5.0,17.0,1.0,9830.0,12.0,45.0,2.0,1.0,3.0,1.0,0.0,0.0,30000.0,2.0,1.0,2.0,1.0,17.0,2.0,0.0,91.0,49.0,0.0,0.0
104859,5.0,16.0,5.0,6835.0,29.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,30000.0,2.0,1.0,2.0,1.0,37.0,0.0,0.0,240.0,135.0,0.0,0.0
104860,5.0,16.0,5.0,6230.0,48.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,26000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,68.0,28.0,0.0,0.0
104861,2.0,23.0,3.0,2100.0,163.0,70.0,2.0,1.0,1.0,1.0,1250.0,0.0,83200.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,98.0,58.0,0.0,0.0
104862,4.0,19.0,5.0,4251.0,6.0,20.0,1.0,1.0,3.0,1.0,0.0,0.0,8000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,204.0,121.0,0.0,0.0
104863,1.0,17.0,5.0,4020.0,32.0,40.0,1.0,9.0,3.0,1.0,1200.0,0.0,910.0,1.0,0.0,2.0,4.0,6.0,0.0,2.0,97.0,55.0,0.0,0.0
104864,5.0,18.0,5.0,9300.0,24.0,65.0,1.0,1.0,3.0,1.0,0.0,0.0,24000.0,2.0,1.0,2.0,1.0,24.0,0.0,0.0,62.0,19.0,0.0,0.0
104865,5.0,16.0,5.0,9825.0,51.0,68.0,2.0,2.0,3.0,1.0,0.0,0.0,25000.0,2.0,1.0,2.0,1.0,51.0,2.0,0.0,51.0,14.0,0.0,0.0
104866,1.0,16.0,5.0,520.0,6.0,35.0,1.0,1.0,3.0,1.0,0.0,0.0,10000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,89.0,49.0,0.0,1.0
104867,1.0,18.0,5.0,2350.0,6.0,5.0,1.0,9.0,3.0,1.0,0.0,0.0,3000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,108.0,67.0,0.0,1.0
104868,6.0,19.0,5.0,5240.0,6.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,350.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,110.0,67.0,0.0,0.0
104869,5.0,22.0,1.0,9800.0,54.0,76.0,1.0,8.0,1.0,1.0,1210.0,0.0,119000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,70.0,28.0,0.0,0.0
104870,4.0,21.0,5.0,1760.0,6.0,50.0,2.0,6.0,3.0,1.0,0.0,0.0,40000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,97.0,55.0,0.0,1.0
104871,5.0,16.0,1.0,9310.0,9.0,68.0,1.0,8.0,3.0,1.0,1200.0,0.0,22000.0,2.0,1.0,2.0,1.0,17.0,0.0,1.0,79.0,37.0,0.0,0.0
104872,5.0,16.0,5.0,9830.0,47.0,50.0,1.0,9.0,1.0,1.0,1200.0,0.0,25000.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,92.0,52.0,0.0,1.0
104873,1.0,19.0,5.0,6305.0,6.0,40.0,1.0,1.0,1.0,1.0,1200.0,0.0,11000.0,1.0,12.0,2.0,2.0,0.0,0.0,1.0,146.0,91.0,0.0,0.0
104874,1.0,16.0,1.0,6050.0,303.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,8000.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,50.0,13.0,0.0,0.0
104875,5.0,22.0,5.0,136.0,6.0,99.0,2.0,9.0,1.0,1.0,0.0,0.0,42000.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,52.0,13.0,0.0,0.0
104876,5.0,19.0,5.0,9830.0,48.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,20000.0,2.0,1.0,2.0,1.0,48.0,0.0,0.0,60.0,19.0,0.0,0.0
104877,1.0,19.0,5.0,4720.0,6.0,30.0,1.0,7.0,3.0,1.0,0.0,0.0,16000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0
104878,1.0,1.0,5.0,4020.0,32.0,40.0,1.0,9.0,3.0,1.0,1200.0,0.0,910.0,1.0,0.0,2.0,4.0,6.0,0.0,2.0,97.0,55.0,0.0,0.0
104879,1.0,19.0,5.0,4110.0,6.0,10.0,2.0,1.0,1.0,1.0,1200.0,0.0,4500.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,100.0,55.0,0.0,0.0
104880,5.0,18.0,5.0,7140.0,53.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,45000.0,2.0,1.0,2.0,1.0,37.0,0.0,0.0,139.0,89.0,0.0,0.0
104881,4.0,19.0,5.0,4640.0,6.0,36.0,2.0,8.0,3.0,1.0,0.0,0.0,4000.0,1.0,0.0,2.0,4.0,6.0,2.0,0.0,107.0,67.0,0.0,1.0
104882,1.0,18.0,3.0,4230.0,42.0,40.0,2.0,1.0,3.0,1.0,0.0,0.0,2000.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,106.0,61.0,0.0,0.0
104883,1.0,16.0,3.0,9130.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,55000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,83.0,43.0,0.0,0.0
104884,2.0,16.0,5.0,120.0,110.0,60.0,1.0,1.0,1.0,1.0,1110.0,0.0,41500.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,98.0,57.0,0.0,0.0
104885,5.0,19.0,5.0,7640.0,33.0,40.0,2.0,1.0,1.0,1.0,0.0,0.0,27000.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,241.0,135.0,0.0,0.0
104886,5.0,20.0,5.0,7020.0,55.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,27600.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,78.0,37.0,0.0,0.0
104887,1.0,19.0,5.0,4760.0,6.0,27.0,2.0,1.0,1.0,1.0,0.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,117.0,76.0,0.0,0.0
104888,2.0,19.0,5.0,5400.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,0.0,7000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,94.0,53.0,0.0,0.0
104889,1.0,19.0,5.0,5240.0,6.0,30.0,1.0,8.0,1.0,2.0,1200.0,0.0,17000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,185.0,110.0,0.0,0.0
104890,2.0,16.0,5.0,4150.0,414.0,15.0,2.0,1.0,3.0,1.0,4500.0,0.0,2100.0,1.0,0.0,2.0,4.0,6.0,2.0,1.0,58.0,17.0,0.0,0.0
104891,4.0,19.0,5.0,4251.0,6.0,20.0,1.0,8.0,3.0,2.0,1200.0,0.0,11200.0,2.0,0.0,2.0,4.0,6.0,0.0,2.0,213.0,126.0,0.0,0.0
104892,1.0,18.0,5.0,5240.0,6.0,8.0,2.0,1.0,3.0,2.0,0.0,0.0,1000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,167.0,103.0,0.0,0.0
104893,5.0,16.0,5.0,9825.0,20.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,15000.0,2.0,1.0,2.0,1.0,48.0,0.0,0.0,65.0,25.0,0.0,0.0
104894,2.0,16.0,5.0,420.0,17.0,32.0,2.0,9.0,1.0,1.0,0.0,0.0,6000.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,107.0,64.0,0.0,0.0
104895,2.0,19.0,5.0,4760.0,11.0,30.0,1.0,1.0,3.0,1.0,0.0,0.0,4000.0,1.0,12.0,2.0,2.0,6.0,0.0,0.0,130.0,76.0,0.0,0.0
104896,1.0,19.0,5.0,4760.0,6.0,12.0,2.0,1.0,1.0,1.0,0.0,0.0,150.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,58.0,17.0,0.0,0.0
104897,5.0,16.0,5.0,4020.0,6.0,84.0,1.0,6.0,1.0,1.0,0.0,0.0,28800.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,47.0,10.0,0.0,0.0
104898,5.0,17.0,5.0,9825.0,15.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,20000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,74.0,34.0,0.0,0.0
104899,1.0,1.0,5.0,4020.0,32.0,40.0,1.0,9.0,3.0,1.0,1200.0,0.0,910.0,1.0,0.0,2.0,4.0,6.0,0.0,2.0,97.0,55.0,0.0,0.0
104900,2.0,21.0,5.0,2310.0,110.0,40.0,1.0,6.0,1.0,1.0,2430.0,0.0,32000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,168.0,103.0,0.0,1.0
104901,5.0,14.0,5.0,9645.0,6.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,65000.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,82.0,40.0,0.0,0.0
104902,5.0,17.0,1.0,9310.0,42.0,75.0,1.0,1.0,1.0,1.0,0.0,0.0,50000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,70.0,25.0,0.0,0.0
104903,2.0,19.0,5.0,4220.0,362.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0,6000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,130.0,84.0,0.0,1.0
104904,1.0,16.0,5.0,4020.0,6.0,20.0,1.0,6.0,3.0,1.0,0.0,0.0,4000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,128.0,82.0,0.0,0.0
104905,1.0,16.0,5.0,4030.0,30.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,12200.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,75.0,35.0,0.0,0.0
104906,2.0,19.0,5.0,4110.0,6.0,8.0,2.0,8.0,1.0,1.0,0.0,0.0,30500.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,138.0,88.0,0.0,0.0
104907,1.0,16.0,3.0,8990.0,36.0,40.0,1.0,7.0,1.0,1.0,0.0,0.0,41000.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,82.0,25.0,0.0,0.0
104908,5.0,19.0,5.0,7340.0,233.0,76.0,1.0,6.0,1.0,1.0,2920.0,0.0,23000.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,72.0,28.0,0.0,0.0
104909,1.0,19.0,5.0,725.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,0.0,7000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,104.0,64.0,0.0,0.0
104910,1.0,19.0,5.0,4965.0,6.0,6.0,2.0,1.0,3.0,1.0,0.0,0.0,890.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,102.0,61.0,0.0,0.0
104911,1.0,19.0,5.0,4055.0,416.0,16.0,2.0,2.0,3.0,1.0,4590.0,0.0,4000.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,204.0,121.0,0.0,1.0
104912,4.0,19.0,5.0,5860.0,6.0,4.0,2.0,8.0,1.0,1.0,1200.0,0.0,600.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,220.0,128.0,0.0,0.0
104913,2.0,19.0,5.0,9610.0,18.0,25.0,1.0,9.0,1.0,2.0,0.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,93.0,54.0,0.0,0.0
104914,4.0,19.0,5.0,1970.0,6.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,12000.0,2.0,0.0,2.0,4.0,111.0,0.0,0.0,245.0,135.0,0.0,1.0
